case_id,text,category,risk_level,difficulty,expected_department_v5,expected_department_name_v5,expected_division_v5,expected_division_name_v5,expected_team_v5,expected_team_name_v5,acceptable_departments_v5,acceptable_divisions_v5,acceptable_teams_v5,ground_truth_team,acceptable_teams,expected_behavior,expected_no_answer,expected_human_review,expected_blocked,expected_sources,expected_key_information,expected_missing_information,expected_report_focus,notes
E173,Wir möchten eine Vaterschaftsanerkennung vornehmen lassen. Welche Unterlagen und Termine sind dafür notwendig?,email_like,medium,hard,registry_office,Standesamt,parentage_declarations,Familienrechtliche Erklärungen,family_law_declarations,Vaterschaftsanerkennung und Sorgeerklärung,registry_office,parentage_declarations,family_law_declarations,family_law_declarations,family_law_declarations,review,False,True,False,ST-07,Vaterschaftsanerkennung; Sorgeerklärung; Unterlagen; Termin; sensible Familiendaten,Elternangaben; Geburtsdaten; Sorgeerklärung,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle ST-07 → registry_office/parentage_declarations/family_law_declarations. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
E175,"Guten Tag, ich brauche eine Geburtsurkunde mit Auslandsbezug für eine Behörde im Ausland. Muss die Urkunde mehrsprachig oder beglaubigt sein?",email_like,medium,hard,registry_office,Standesamt,civil_status_events,Personenstandsfälle und Eheschließungen,civil_status_cases,Personenstandsfälle,registry_office,civil_status_events|civil_register_certificates,civil_status_cases|registry_certificates,civil_status_cases,civil_status_cases|registry_certificates,review,False,True,False,ST-09|ST-01,Urkunde mit Auslandsbezug; Geburtsurkunde; Beglaubigung oder mehrsprachige Urkunde; Standesamt,Zielland; Zweck; betroffene Person,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle ST-09 → registry_office/civil_status_events/civil_status_cases. Legacy-Referenzteam: standesamt. Human Review/Fachteam-Freigabe erwartet.
E009,Wo melde ich einen Falschparker vor meiner Einfahrt?,standard,low,easy,public_order,Ordnungsamt,traffic_enforcement_fines,Verkehrsüberwachung und Bußgeldstelle,parking_enforcement,Ruhender Verkehr,public_order,traffic_enforcement_fines,parking_enforcement,parking_enforcement,parking_enforcement,draft,False,False,False,OA-01,Falschparker; Standort; Kennzeichen; Zeitpunkt; Ordnungsamt,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle OA-01 → public_order/traffic_enforcement_fines/parking_enforcement. Legacy-Referenzteam: ordnungsamt.
E178,Ein Hund in der Nachbarschaft hat mein Kind gebissen. An wen muss ich mich wenden?,high_risk,high,hard,public_order,Ordnungsamt,animal_order,Hunde- und Tierordnungsangelegenheiten,dangerous_dogs,Gefährliche Hunde und Beißvorfälle,public_order,animal_order,dangerous_dogs,dangerous_dogs,dangerous_dogs,review,False,True,False,OA-04,Beißvorfall; gefährlicher Hund; Ordnungsamt; dringende Prüfung,Ort; Zeitpunkt; Halter; Verletzung,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle OA-04 → public_order/animal_order/dangerous_dogs. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
E179,Ich möchte vor meinem Gesch?ft für zwei Tage einen Infostand auf dem Gehweg aufstellen. Brauche ich eine Sondernutzungserlaubnis?,standard,medium,medium,public_order,Ordnungsamt,public_space_events,Sondernutzung und Veranstaltungen im öffentlichen Raum,special_use_permits,Sondernutzung öffentlicher Flächen,public_order,public_space_events,special_use_permits,special_use_permits,special_use_permits,draft,False,True,False,OA-05,Sondernutzung; öffentliche Fläche; formeller Antrag; Ordnungsamt,Ort; Zeitraum; Flächengröße,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle OA-05 → public_order/public_space_events/special_use_permits. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
E180,Wir planen ein kleines Straßenfest. M?ssen wir die Veranstaltung bei der Stadt anzeigen?,email_like,medium,medium,public_order,Ordnungsamt,public_space_events,Sondernutzung und Veranstaltungen im öffentlichen Raum,public_events,Veranstaltungen im öffentlichen Raum,public_order,public_space_events,public_events,public_events,public_events,review,False,True,False,OA-06,Veranstaltung im öffentlichen Raum; Anzeige; Genehmigung; Sicherheitsaspekte,Ort; Datum; Besucherzahl; Ausschank,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle OA-06 → public_order/public_space_events/public_events. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
E182,Auf dem Gehweg liegt zerbrochenes Glas und es besteht Verletzungsgefahr. Ist das Ordnungsamt oder der Bauhof zuständig?,ambiguous,medium,medium,public_order,Ordnungsamt,general_order_hazards,Allgemeine Ordnung und Gefahrenabwehr,hazard_prevention,Gefahrenstellen und Sicherheit,public_order|infrastructure_operations,general_order_hazards|depot_waste_green,hazard_prevention|illegal_dumping,hazard_prevention,hazard_prevention|illegal_dumping,review,False,True,False,OA-08|AB-02,Gefahrenstelle; Verunreinigung; Standort; Abgrenzung Ordnungsamt und Bauhof,genauer Ort; Art der Gefahr; Foto,Unklare Zuordnung prüfen; Unsicherheit transparent machen und ggf. manuelle Verteilung oder Rückfrage auslösen.,Primäre Quelle OA-08 → public_order/general_order_hazards/hazard_prevention. Legacy-Referenzteam: ordnungsamt. Human Review/Fachteam-Freigabe erwartet.
E011,Ich möchte ein Gewerbe anmelden.,standard,low,easy,economy_business,Fachbereich Gewerbe und Wirtschaft,trade_office,Gewerbeamt,business_registration,Gewerbeanzeigen,economy_business,trade_office,business_registration,business_registration,business_registration,draft,False,False,False,GA-01,Gewerbeanmeldung; Formular oder Anzeige; zuständige Stelle,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle GA-01 → economy_business/trade_office/business_registration. Legacy-Referenzteam: gewerbeamt.
E012,Ich plane einen Imbiss mit Alkoholausschank. Welche Erlaubnis brauche ich?,standard,medium,medium,economy_business,Fachbereich Gewerbe und Wirtschaft,trade_office,Gewerbeamt,hospitality_permits,Gaststätten und Alkoholausschank,economy_business,trade_office,hospitality_permits,hospitality_permits,hospitality_permits,draft,False,True,False,GA-04,Gaststaettenerlaubnis; Alkoholausschank; Unterlagen; Prüfung durch Fachstelle,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle GA-04 → economy_business/trade_office/hospitality_permits. Legacy-Referenzteam: gewerbeamt. Human Review/Fachteam-Freigabe erwartet.
E185,Ich möchte ein Bewachungsgewerbe anmelden. Welche besonderen Erlaubnisse sind dafür erforderlich?,high_risk,high,hard,economy_business,Fachbereich Gewerbe und Wirtschaft,trade_office,Gewerbeamt,regulated_trades,Erlaubnispflichtige Gewerbe,economy_business,trade_office,regulated_trades,regulated_trades,regulated_trades,review,False,True,False,GA-07,Bewachungsgewerbe; besondere Erlaubnis; Zuverlässigkeitspruefung; Human Review,Tätigkeit; Betreiber; Nachweise,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle GA-07 → economy_business/trade_office/regulated_trades. Legacy-Referenzteam: gewerbeamt. Human Review/Fachteam-Freigabe erwartet.
E188,"Guten Tag, ich möchte mein bestehendes Gewerbe erweitern und zusätzlich handwerkliche Leistungen anbieten. Muss ich das ummelden?",email_like,medium,medium,economy_business,Fachbereich Gewerbe und Wirtschaft,trade_office,Gewerbeamt,business_registration,Gewerbeanzeigen,economy_business,trade_office,business_registration|regulated_trades,business_registration,business_registration|regulated_trades,draft,False,True,False,GA-02|GA-08,Gewerbeummeldung; Erweiterung der Tätigkeit; Handwerk; formeller Kanal,bisherige Tätigkeit; neue Tätigkeit; Datum,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle GA-02 → economy_business/trade_office/business_registration. Legacy-Referenzteam: gewerbeamt. Human Review/Fachteam-Freigabe erwartet.
E013,Ich möchte einen Bauantrag für einen Anbau stellen.,standard,medium,medium,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,building_control,Bauordnung und Bauverwaltung,building_permits,Bauvorhaben und Genehmigungen,urban_development_building,building_control,building_permits,building_permits,building_permits,draft,False,True,False,BA-01,Bauantrag; Bauvorlagen; Bauamt; keine verbindliche Genehmigungszusage,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle BA-01 → urban_development_building/building_control/building_permits. Legacy-Referenzteam: bauamt. Human Review/Fachteam-Freigabe erwartet.
E161,Unser Wohngebiet braucht aus Sicht vieler Eltern einen neuen Spielplatz. Ist das Stadtplanung oder Bauhof?,ambiguous,medium,hard,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,streets_green_transport_planning,"Straßen, Grünflächen und Verkehr",urban_development_building|environment_climate|infrastructure_operations,urban_planning|environmental_services|depot_waste_green,streets_green_transport_planning|sustainability_green|playgrounds,streets_green_transport_planning,streets_green_transport_planning|sustainability_green|playgrounds,review,False,True,False,SP-06|UK-03|AB-05,Spielplatzplanung; Grünflaechenplanung; Abgrenzung Betrieb und Planung; Rückfrage,Ort; Bedarf; bestehende Anlage,Unklare Zuordnung prüfen; Unsicherheit transparent machen und ggf. manuelle Verteilung oder Rückfrage auslösen.,Primäre Quelle SP-06 → urban_development_building/urban_planning/streets_green_transport_planning. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
E198,Ich möchte eine Idee für Verkehrsberuhigung mit mehr Bäumen und weniger versiegelten Flächen einreichen.,email_like,medium,hard,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,streets_green_transport_planning,"Straßen, Grünflächen und Verkehr",urban_development_building|environment_climate,urban_planning|environmental_services,streets_green_transport_planning|planning_participation|sustainability_green,streets_green_transport_planning,streets_green_transport_planning|planning_participation|sustainability_green,review,False,True,False,SP-07|SP-04|UK-09,Verkehrsberuhigung; Stadtentwicklung; Nachhaltigkeitsidee; mehrere Fachbereiche,Straße; Idee; Ziel,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle SP-07 → urban_development_building/urban_planning/streets_green_transport_planning. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
E199,"Die Stadt plant eine neue Wohnbebauung in der Nähe eines Spielplatzes. Ich möchte wissen, wo ich Einwendungen einreichen kann.",high_risk,high,hard,urban_development_building,Fachbereich Stadtentwicklung und Bauordnung,urban_planning,Stadtplanung,planning_participation,Beteiligung und Stadtentwicklung,urban_development_building,urban_planning,planning_participation|streets_green_transport_planning,planning_participation,planning_participation|streets_green_transport_planning,review,False,True,False,SP-02|SP-06|SP-04,Bauleitplanung; Beteiligung; Spielplatz-/Grünflaechenbezug; Fristen; Human Review,Planverfahren; Frist; Gebiet,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle SP-02 → urban_development_building/urban_planning/planning_participation. Legacy-Referenzteam: stadtplanung. Human Review/Fachteam-Freigabe erwartet.
E015,Wie beantrage ich Wohngeld?,standard,medium,medium,social_affairs,Fachbereich Soziales und Teilhabe,social_benefits_housing,Soziale Leistungen und Wohnen,housing_benefits,Wohngeld und Wohnberechtigung,social_affairs,social_benefits_housing,housing_benefits,housing_benefits,housing_benefits,draft,False,True,False,SO-01,Wohngeld; Antrag; Einkommens-/Mietnachweise; keine Anspruchsentscheidung,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SO-01 → social_affairs/social_benefits_housing/housing_benefits. Legacy-Referenzteam: soziales. Human Review/Fachteam-Freigabe erwartet.
E093,"Guten Tag, ich möchte Wohngeld beantragen, bin aber unsicher, ob ich überhaupt anspruchsberechtigt bin. Ich wohne zur Miete, arbeite in Teilzeit und habe schwankendes Einkommen. Bitte teilen Sie mir mit, welche Unterlagen ich für den Antrag vorbereiten sollte. Vielen Dank.",email_like,high,hard,social_affairs,Fachbereich Soziales und Teilhabe,social_benefits_housing,Soziale Leistungen und Wohnen,housing_benefits,Wohngeld und Wohnberechtigung,social_affairs,social_benefits_housing,housing_benefits,housing_benefits,housing_benefits,review,False,True,False,SO-01,Wohngeld; Antrag; Unterlagen; keine Anspruchsentscheidung; Human Review,Einkommen; Miethöhe; Haushaltsmitglieder,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle SO-01 → social_affairs/social_benefits_housing/housing_benefits. Legacy-Referenzteam: soziales. Human Review/Fachteam-Freigabe erwartet.
E125,Ich verliere wahrscheinlich meine Wohnung und brauche dringend Hilfe.,high_risk,high,hard,social_affairs,Fachbereich Soziales und Teilhabe,social_benefits_housing,Soziale Leistungen und Wohnen,urgent_social_support,Akute soziale Notlagen,social_affairs,social_benefits_housing,urgent_social_support,urgent_social_support,urgent_social_support,review,False,True,False,SO-06,Drohender Wohnungsverlust; dringende Hilfe; Human Review; keine abschließende Entscheidung,Frist; Haushaltsdaten; Kontaktmöglichkeit,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle SO-06 → social_affairs/social_benefits_housing/urgent_social_support. Legacy-Referenzteam: soziales. Human Review/Fachteam-Freigabe erwartet.
E191,"Mein Kind hat Anspruch auf Bildung und Teilhabe, aber ich weiß nicht, ob die Schulfahrt oder das Mittagessen über Schule oder Soziales läuft.",multi_intent,medium,hard,social_affairs,Fachbereich Soziales und Teilhabe,participation_seniors_integration,"Teilhabe, Senioren und Integration",discounts_education_participation,Ermäßigungen und Bildungsteilhabe,social_affairs|youth_education,participation_seniors_integration|school_education,discounts_education_participation|transport_meals_after_school|facilities_equipment,discounts_education_participation,discounts_education_participation|transport_meals_after_school|facilities_equipment,review,False,True,False,SO-07|SB-03|SB-06,Bildung und Teilhabe; Schulfahrt; Mittagessen; Abgrenzung Schule und Soziales,Leistungsbezug; Schule; konkrete Leistung,Mehrfachanliegen erkennen; Hauptzuständigkeit und akzeptable Nebenzuständigkeiten prüfen; Rückfrage oder manuelle Fachteam-Freigabe auslösen.,Primäre Quelle SO-07 → social_affairs/participation_seniors_integration/discounts_education_participation. Legacy-Referenzteam: soziales. Human Review/Fachteam-Freigabe erwartet.
E192,Ich brauche wegen drohendem Wohnungsverlust und Rückständen bei der Miete sehr kurzfristig Beratung. Bitte nennen Sie mir den richtigen Kontakt.,high_risk,high,hard,social_affairs,Fachbereich Soziales und Teilhabe,social_benefits_housing,Soziale Leistungen und Wohnen,urgent_social_support,Akute soziale Notlagen,social_affairs,social_benefits_housing,urgent_social_support,urgent_social_support,urgent_social_support,review,False,True,False,SO-06,Wohnungsverlust; Mietrückstand; dringende Beratung; Human Review,Frist; Räumungstermin; Kontaktmöglichkeit,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle SO-06 → social_affairs/social_benefits_housing/urgent_social_support. Legacy-Referenzteam: soziales. Human Review/Fachteam-Freigabe erwartet.
E016,Ich suche einen Kitaplatz für mein Kind.,standard,low,easy,youth_education,"Fachbereich Jugend, Familie und Bildung",youth_family,Jugend und Familie,childcare,Kinderbetreuung und Tagespflege,youth_education,youth_family,childcare,childcare,childcare,draft,False,False,False,JF-01,Kitaplatz; Vormerkung; Jugend und Familie; benötigte Angaben,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle JF-01 → youth_education/youth_family/childcare. Legacy-Referenzteam: jugend_familie.
E017,Ich habe Fragen zur Schülerbeförderung.,standard,low,easy,youth_education,"Fachbereich Jugend, Familie und Bildung",school_education,Schule und Bildung,transport_meals_after_school,"Schülerbeförderung, Mensa und Ganztag",youth_education,school_education,transport_meals_after_school,transport_meals_after_school,transport_meals_after_school,draft,False,False,False,SB-02,Schülerbeförderung; Schulbus oder Fahrkarte; zuständige Stelle,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle SB-02 → youth_education/school_education/transport_meals_after_school. Legacy-Referenzteam: schule_bildung.
E141,Der Schulweg an der Kreuzung vor der Grundschule ist unübersichtlich und gef?hrlich. Wer pr?ft so etwas?,multi_intent,medium,hard,youth_education,"Fachbereich Jugend, Familie und Bildung",school_education,Schule und Bildung,social_work_room_use,Schulsozialarbeit und Raumnutzung,youth_education|public_order|urban_development_building,school_education|general_order_hazards|urban_planning,social_work_room_use|hazard_prevention|streets_green_transport_planning,social_work_room_use,social_work_room_use|hazard_prevention|streets_green_transport_planning,review,False,True,False,SB-09|OA-08|SP-07,Schulweg; Verkehrssicherheit; mehrere Fachbereiche; Human Review,Schule; Kreuzung; konkrete Gefahr,Mehrfachanliegen erkennen; Hauptzuständigkeit und akzeptable Nebenzuständigkeiten prüfen; Rückfrage oder manuelle Fachteam-Freigabe auslösen.,Primäre Quelle SB-09 → youth_education/school_education/social_work_room_use. Legacy-Referenzteam: schule_bildung. Human Review/Fachteam-Freigabe erwartet.
E194,"Sehr geehrte Damen und Herren, an der Grundschule fehlen sichere Fahrradstellplätze. Ist das ein Thema für Schulverwaltung, Bauhof oder Stadtplanung?",email_like,medium,hard,youth_education,"Fachbereich Jugend, Familie und Bildung",school_education,Schule und Bildung,social_work_room_use,Schulsozialarbeit und Raumnutzung,youth_education|urban_development_building|infrastructure_operations,school_education|urban_planning|depot_waste_green,social_work_room_use|streets_green_transport_planning|road_damage_drainage,social_work_room_use,social_work_room_use|streets_green_transport_planning|road_damage_drainage,review,False,True,False,SB-09|SP-07|AB-09,Schulumfeld; Verkehr/Sicherheit; Fahrradstellplätze; mehrere Fachbereiche,Schule; Standort; Problem,"Realistischen E-Mail-Workflow prüfen: Routing, Quellenabruf, Antwortentwurf, Statusmail und Fachteam-Freigabe.",Primäre Quelle SB-09 → youth_education/school_education/social_work_room_use. Legacy-Referenzteam: schule_bildung. Human Review/Fachteam-Freigabe erwartet.
E018,Darf ich einen Baum auf meinem Grundstück f?llen?,standard,medium,medium,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,tree_protection,Baumschutz und Baumfällung,environment_climate,environmental_services,tree_protection,tree_protection,tree_protection,draft,False,True,False,UK-01,Baumschutz; mögliche Genehmigung; keine abschließende Rechtsauskunft,,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle UK-01 → environment_climate/environmental_services/tree_protection. Legacy-Referenzteam: umwelt_klima. Human Review/Fachteam-Freigabe erwartet.
E144,Im Bach hinter unserem Haus schwimmt ein ?lfilm. Was soll ich tun?,high_risk,high,hard,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,environmental_complaints_waters,Umweltbeschwerden und Gewässer,environment_climate,environmental_services,environmental_complaints_waters,environmental_complaints_waters,environmental_complaints_waters,review,False,True,False,UK-07,Gewässerverschmutzung; ?lfilm; dringende Meldung; Human Review,genauer Ort; Zeitpunkt; Fotos; Ausmaß,Risikosteuerung und Human Review prüfen; sensible oder rechtsnahe Inhalte vorsichtig behandeln und keine verbindliche Entscheidung zusagen.,Primäre Quelle UK-07 → environment_climate/environmental_services/environmental_complaints_waters. Legacy-Referenzteam: umwelt_klima. Human Review/Fachteam-Freigabe erwartet.
E145,Wir planen eine Photovoltaikanlage auf unserem Haus und suchen kommunale Hinweise.,standard,low,medium,environment_climate,Fachbereich Umwelt und Klima,environmental_services,Umwelt und Klima,climate_energy,Klima und Energie,environment_climate|urban_development_building,environmental_services|urban_planning,climate_energy|climate_solar_planning,climate_energy,climate_energy|climate_solar_planning,draft,False,False,False,UK-05|SP-09,Photovoltaik; kommunale Hinweise; ggf. Bau-/Planungsbezug,Gebäude; Denkmalschutz; Fragestellung,"Standardfall prüfen: korrekte Klassifikation, passende Quellen, vollständiger und quellengebundener Antwortentwurf.",Primäre Quelle UK-05 → environment_climate/environmental_services/climate_energy. Legacy-Referenzteam: umwelt_klima.
