relative_path,document_id,title,retrieval_category,fachbereich,bereich,team
urban_development_building/building_control/BA-09_Baulast_oder_Akteneinsicht_Bauakte.md,BA-09,Baulast oder Akteneinsicht Bauakte,bauamt,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Bauordnung und Bauverwaltung (building_control),Bauakten und Akteneinsicht (building_records)
urban_development_building/urban_planning/SP-01_Bebauungsplan_einsehen.md,SP-01,Bebauungsplan einsehen,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),Bauleitplanung (zoning_plans)
urban_development_building/urban_planning/SP-02_Buergerbeteiligung_Bauleitplanung.md,SP-02,Bürgerbeteiligung Bauleitplanung,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),Beteiligung und Stadtentwicklung (planning_participation)
urban_development_building/urban_planning/SP-03_Flaechennutzungsplan_und_Stadtentwicklung.md,SP-03,Flächennutzungsplan und Stadtentwicklung,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),Bauleitplanung (zoning_plans)
urban_development_building/urban_planning/SP-04_Baulandentwicklung_und_Nachverdichtung.md,SP-04,Baulandentwicklung und Nachverdichtung,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),Beteiligung und Stadtentwicklung (planning_participation)
urban_development_building/urban_planning/SP-05_Strassenbenennung_und_Hausnummern_im_Planungsbezug.md,SP-05,Straßenbenennung und Hausnummern im Planungsbezug,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),"Straßen, Grünflächen und Verkehr (streets_green_transport_planning)"
urban_development_building/urban_planning/SP-06_Spielplatz_und_Gruenflaechenplanung.md,SP-06,Spielplatz und Grünflächenplanung,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),"Straßen, Grünflächen und Verkehr (streets_green_transport_planning)"
urban_development_building/urban_planning/SP-07_Verkehrsplanung_und_Verkehrsberuhigung.md,SP-07,Verkehrsplanung und Verkehrsberuhigung,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),"Straßen, Grünflächen und Verkehr (streets_green_transport_planning)"
urban_development_building/urban_planning/SP-08_Innenstadtentwicklung_und_Leerstand.md,SP-08,Innenstadtentwicklung und Leerstand,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),Beteiligung und Stadtentwicklung (planning_participation)
urban_development_building/urban_planning/SP-09_Solar_Klima_und_Bauleitplanung.md,SP-09,Solar Klima und Bauleitplanung,stadtplanung,Fachbereich Stadtentwicklung und Bauordnung (urban_development_building),Stadtplanung (urban_planning),Klima- und Solarbezüge in der Planung (climate_solar_planning)
social_affairs/participation_seniors_integration/SO-03_Seniorenberatung_und_Teilhabe.md,SO-03,Seniorenberatung und Teilhabe,soziales,Fachbereich Soziales und Teilhabe (social_affairs),"Teilhabe, Senioren und Integration (participation_seniors_integration)","Teilhabe, Senioren und Behinderung (disability_seniors)"
social_affairs/participation_seniors_integration/SO-05_Schwerbehindertenangelegenheiten_Erstberatung.md,SO-05,Schwerbehindertenangelegenheiten Erstberatung,soziales,Fachbereich Soziales und Teilhabe (social_affairs),"Teilhabe, Senioren und Integration (participation_seniors_integration)","Teilhabe, Senioren und Behinderung (disability_seniors)"
social_affairs/participation_seniors_integration/SO-07_Bildung_und_Teilhabe.md,SO-07,Bildung und Teilhabe,soziales,Fachbereich Soziales und Teilhabe (social_affairs),"Teilhabe, Senioren und Integration (participation_seniors_integration)",Ermäßigungen und Bildungsteilhabe (discounts_education_participation)
social_affairs/participation_seniors_integration/SO-08_Integrations_und_Migrationsberatung.md,SO-08,Integrations- und Migrationsberatung,soziales,Fachbereich Soziales und Teilhabe (social_affairs),"Teilhabe, Senioren und Integration (participation_seniors_integration)",Integration und Sprachkurse (integration_language)
social_affairs/participation_seniors_integration/SO-09_Sozialpass_oder_Ermaessigungen.md,SO-09,Sozialpass oder Ermäßigungen,soziales,Fachbereich Soziales und Teilhabe (social_affairs),"Teilhabe, Senioren und Integration (participation_seniors_integration)",Ermäßigungen und Bildungsteilhabe (discounts_education_participation)
social_affairs/social_benefits_housing/SO-01_Wohngeld_beantragen.md,SO-01,Wohngeld beantragen,soziales,Fachbereich Soziales und Teilhabe (social_affairs),Soziale Leistungen und Wohnen (social_benefits_housing),Wohngeld und Wohnberechtigung (housing_benefits)
social_affairs/social_benefits_housing/SO-02_Grundsicherung_und_Sozialhilfe_Erstkontakt.md,SO-02,Grundsicherung und Sozialhilfe Erstkontakt,soziales,Fachbereich Soziales und Teilhabe (social_affairs),Soziale Leistungen und Wohnen (social_benefits_housing),Grundsicherung und Sozialhilfe (basic_security)
social_affairs/social_benefits_housing/SO-04_Wohnberechtigungsschein.md,SO-04,Wohnberechtigungsschein,soziales,Fachbereich Soziales und Teilhabe (social_affairs),Soziale Leistungen und Wohnen (social_benefits_housing),Wohngeld und Wohnberechtigung (housing_benefits)
social_affairs/social_benefits_housing/SO-06_Obdachlosigkeit_oder_Wohnungsverlust_droht.md,SO-06,Obdachlosigkeit oder Wohnungsverlust droht,soziales,Fachbereich Soziales und Teilhabe (social_affairs),Soziale Leistungen und Wohnen (social_benefits_housing),Akute soziale Notlagen (urgent_social_support)
registry_office/civil_register_certificates/ST-01_Geburtsurkunde_beantragen.md,ST-01,Geburtsurkunde beantragen,standesamt,Standesamt (registry_office),Personenstandsregister und Urkundenstelle (civil_register_certificates),Urkunden und Registerauskünfte (registry_certificates)
registry_office/civil_register_certificates/ST-03_Sterbeurkunde_beantragen.md,ST-03,Sterbeurkunde beantragen,standesamt,Standesamt (registry_office),Personenstandsregister und Urkundenstelle (civil_register_certificates),Urkunden und Registerauskünfte (registry_certificates)
registry_office/civil_register_certificates/ST-04_Eheurkunde_beantragen.md,ST-04,Eheurkunde beantragen,standesamt,Standesamt (registry_office),Personenstandsregister und Urkundenstelle (civil_register_certificates),Urkunden und Registerauskünfte (registry_certificates)
registry_office/civil_register_certificates/ST-08_Registerauskunft_Personenstand.md,ST-08,Registerauskunft Personenstand,standesamt,Standesamt (registry_office),Personenstandsregister und Urkundenstelle (civil_register_certificates),Urkunden und Registerauskünfte (registry_certificates)
registry_office/civil_status_events/ST-02_Eheschliessung_anmelden.md,ST-02,Eheschließung anmelden,standesamt,Standesamt (registry_office),Personenstandsfälle und Eheschließungen (civil_status_events),Personenstandsfälle (civil_status_cases)
registry_office/civil_status_events/ST-09_Urkunden_mit_Auslandsbezug.md,ST-09,Urkunden mit Auslandsbezug,standesamt,Standesamt (registry_office),Personenstandsfälle und Eheschließungen (civil_status_events),Personenstandsfälle (civil_status_cases)
registry_office/names_and_religion/ST-05_Namensaenderung_und_Namenserklaerung.md,ST-05,Namensänderung und Namenserklärung,standesamt,Standesamt (registry_office),Namensrecht und Kirchenaustritt (names_and_religion),Namen und Kirchenaustritt (names_church_resignation)
registry_office/names_and_religion/ST-06_Kirchenaustritt_erklaeren.md,ST-06,Kirchenaustritt erklären,standesamt,Standesamt (registry_office),Namensrecht und Kirchenaustritt (names_and_religion),Namen und Kirchenaustritt (names_church_resignation)
registry_office/parentage_declarations/ST-07_Vaterschaftsanerkennung_und_Sorgeerklaerung.md,ST-07,Vaterschaftsanerkennung und Sorgeerklärung,standesamt,Standesamt (registry_office),Familienrechtliche Erklärungen (parentage_declarations),Vaterschaftsanerkennung und Sorgeerklärung (family_law_declarations)
public_order/animal_order/OA-03_Hund_anmelden_und_Leinenpflicht.md,OA-03,Hund anmelden und Leinenpflicht,hunde_und_tierordnung,Ordnungsamt (public_order),Hunde- und Tierordnungsangelegenheiten (animal_order),Hundehaltung und Leinenpflicht (dog_keeping)
public_order/animal_order/OA-04_Gefaehrlicher_Hund_oder_Beissvorfall.md,OA-04,Gefährlicher Hund oder Beißvorfall,hunde_und_tierordnung,Ordnungsamt (public_order),Hunde- und Tierordnungsangelegenheiten (animal_order),Gefährliche Hunde und Beißvorfälle (dangerous_dogs)
public_order/general_order_hazards/OA-02_Ruhestoerung_oder_Laermbeschwerde_melden.md,OA-02,Ruhestörung oder Lärmbeschwerde melden,allgemeine_ordnung_gefahrenabwehr,Ordnungsamt (public_order),Allgemeine Ordnung und Gefahrenabwehr (general_order_hazards),Lärm und Ruhestörung (noise_complaints)
public_order/general_order_hazards/OA-08_Gefahrenstelle_oder_Verunreinigung_melden.md,OA-08,Gefahrenstelle oder Verunreinigung melden,allgemeine_ordnung_gefahrenabwehr,Ordnungsamt (public_order),Allgemeine Ordnung und Gefahrenabwehr (general_order_hazards),Gefahrenstellen und Sicherheit (hazard_prevention)
public_order/general_order_hazards/OA-09_Gewerbliche_Laermbeschwerde.md,OA-09,Gewerbliche Lärmbeschwerde,allgemeine_ordnung_gefahrenabwehr,Ordnungsamt (public_order),Allgemeine Ordnung und Gefahrenabwehr (general_order_hazards),Lärm und Ruhestörung (noise_complaints)
public_order/public_space_events/OA-05_Sondernutzung_oeffentlicher_Flaechen.md,OA-05,Sondernutzung öffentlicher Flächen,oeffentlicher_raum_veranstaltungen,Ordnungsamt (public_order),Sondernutzung und Veranstaltungen im öffentlichen Raum (public_space_events),Sondernutzung öffentlicher Flächen (special_use_permits)
public_order/public_space_events/OA-06_Veranstaltung_im_oeffentlichen_Raum_anzeigen.md,OA-06,Veranstaltung im öffentlichen Raum anzeigen,oeffentlicher_raum_veranstaltungen,Ordnungsamt (public_order),Sondernutzung und Veranstaltungen im öffentlichen Raum (public_space_events),Veranstaltungen im öffentlichen Raum (public_events)
public_order/public_space_events/OA-07_Plakatierung_und_Werbung_im_oeffentlichen_Raum.md,OA-07,Plakatierung und Werbung im öffentlichen Raum,oeffentlicher_raum_veranstaltungen,Ordnungsamt (public_order),Sondernutzung und Veranstaltungen im öffentlichen Raum (public_space_events),Plakatierung und Werbung (posters_advertising)
public_order/traffic_enforcement_fines/OA-01_Falschparker_und_Verkehrsverstoesse_melden.md,OA-01,Falschparker und Verkehrsverstöße melden,verkehrsueberwachung_bussgeld,Ordnungsamt (public_order),Verkehrsüberwachung und Bußgeldstelle (traffic_enforcement_fines),Ruhender Verkehr (parking_enforcement)
infrastructure_operations/civil_engineering/BA-04_Strassenaufbruch_und_Baustelle.md,BA-04,Straßenaufbruch und Baustelle,bauamt,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),Tiefbau und technische Infrastruktur (civil_engineering),"Tiefbau, Straßen und Barrierefreiheit (road_works_accessibility)"
infrastructure_operations/civil_engineering/BA-05_Barrierefreier_Umbau_oeffentlicher_Gebaeude.md,BA-05,Barrierefreier Umbau öffentlicher Gebäude,bauamt,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),Tiefbau und technische Infrastruktur (civil_engineering),"Tiefbau, Straßen und Barrierefreiheit (road_works_accessibility)"
infrastructure_operations/civil_engineering/BA-06_Maengel_an_Gehwegen_oder_Strassen.md,BA-06,Mängel an Gehwegen oder Straßen,bauamt,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),Tiefbau und technische Infrastruktur (civil_engineering),"Tiefbau, Straßen und Barrierefreiheit (road_works_accessibility)"
infrastructure_operations/civil_engineering/BA-07_Entwaesserung_und_Grundstuecksanschluss.md,BA-07,Entwässerung und Grundstücksanschluss,bauamt,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),Tiefbau und technische Infrastruktur (civil_engineering),Entwässerung und Grundstücksanschlüsse (drainage_connections)
infrastructure_operations/depot_waste_green/AB-01_Sperrmuell_und_Abfallentsorgung.md,AB-01,Sperrmüll und Abfallentsorgung,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Sperrmüll (bulky_waste)
infrastructure_operations/depot_waste_green/AB-02_Illegale_Muellablagerung.md,AB-02,Illegale Müllablagerung,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Illegale Müllablagerungen (illegal_dumping)
infrastructure_operations/depot_waste_green/AB-03_Winterdienst_und_Strassenreinigung.md,AB-03,Winterdienst und Straßenreinigung,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Straßenreinigung und Winterdienst (cleaning_winter_service)
infrastructure_operations/depot_waste_green/AB-04_Defekte_Strassenbeleuchtung.md,AB-04,Defekte Straßenbeleuchtung,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Straßenbeleuchtung (street_lighting)
infrastructure_operations/depot_waste_green/AB-05_Spielplatzschaden_melden.md,AB-05,Spielplatzschaden melden,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Spielplätze (playgrounds)
infrastructure_operations/depot_waste_green/AB-06_Gruenpflege_und_Maeharbeiten.md,AB-06,Grünpflege und Mäharbeiten,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Grünpflege und Rückschnitt (green_maintenance)
infrastructure_operations/depot_waste_green/AB-07_Strassenschaden_oder_Schlagloch.md,AB-07,Straßenschaden oder Schlagloch,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Straßenschäden und Gullys (road_damage_drainage)
infrastructure_operations/depot_waste_green/AB-08_Verstopfter_Gully_oder_Entwaesserung_im_Strassenraum.md,AB-08,Verstopfter Gully oder Entwässerung im Straßenraum,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Straßenschäden und Gullys (road_damage_drainage)
infrastructure_operations/depot_waste_green/AB-09_Kommunale_Beschilderung_beschaedigt.md,AB-09,Kommunale Beschilderung beschädigt,abfall_bauhof,Fachbereich Infrastruktur und Betriebshof (infrastructure_operations),"Betriebshof, Abfall und Grünflächen (depot_waste_green)",Straßenschäden und Gullys (road_damage_drainage)
finance/taxes_and_charges/FS-01_Grundsteuerbescheid.md,FS-01,Grundsteuerbescheid,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),Grundsteuer (property_tax)
finance/taxes_and_charges/FS-02_Hundesteuer.md,FS-02,Hundesteuer,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),Hundesteuer (dog_tax)
finance/taxes_and_charges/FS-03_Gebuehrenbescheid_oder_Mahnung.md,FS-03,Gebührenbescheid oder Mahnung,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),"Zahlungen, Bescheide und Mahnungen (payments_notices_reminders)"
finance/taxes_and_charges/FS-04_SEPA_Lastschriftmandat.md,FS-04,SEPA Lastschriftmandat,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),Zahlungswege und Stundung (payment_methods_deferral)
finance/taxes_and_charges/FS-05_Stundung_oder_Ratenzahlung.md,FS-05,Stundung oder Ratenzahlung,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),Zahlungswege und Stundung (payment_methods_deferral)
finance/taxes_and_charges/FS-06_Gewerbesteuer_Grundanliegen.md,FS-06,Gewerbesteuer Grundanliegen,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),Gewerbe- und Aufwandsteuern (business_tax)
finance/taxes_and_charges/FS-07_Vergnuegungssteuer_oder_oertliche_Aufwandsteuer.md,FS-07,Vergnügungssteuer oder örtliche Aufwandsteuer,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),Gewerbe- und Aufwandsteuern (business_tax)
finance/taxes_and_charges/FS-08_Spenden_Erstattungen_und_Auszahlungen.md,FS-08,Spenden Erstattungen und Auszahlungen,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),"Rechnungen, Erstattungen und Auszahlungen (invoices_refunds)"
finance/taxes_and_charges/FS-09_Rechnung_an_die_Kommune.md,FS-09,Rechnung an die Kommune,finanzen_steuern,Fachbereich Finanzen (finance),Finanzen und Steuern (taxes_and_charges),"Rechnungen, Erstattungen und Auszahlungen (invoices_refunds)"
environment_climate/environmental_services/UK-01_Baumschutz_und_Baumfaellung.md,UK-01,Baumschutz und Baumfällung,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Baumschutz und Baumfällung (tree_protection)
environment_climate/environmental_services/UK-02_Umweltbeschwerde.md,UK-02,Umweltbeschwerde,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Umweltbeschwerden und Gewässer (environmental_complaints_waters)
environment_climate/environmental_services/UK-03_Gruenflaechen_und_Spielplaetze_Umweltaspekt.md,UK-03,Grünflächen und Spielplätze Umweltaspekt,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Grünflächen und Nachhaltigkeit (sustainability_green)
environment_climate/environmental_services/UK-04_Klimaschutzberatung_Erstkontakt.md,UK-04,Klimaschutzberatung Erstkontakt,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Klima und Energie (climate_energy)
environment_climate/environmental_services/UK-05_Photovoltaik_und_kommunale_Hinweise.md,UK-05,Photovoltaik und kommunale Hinweise,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Klima und Energie (climate_energy)
environment_climate/environmental_services/UK-06_Artenschutz_bei_Bau_oder_Gartenmassnahmen.md,UK-06,Artenschutz bei Bau oder Gartenmaßnahmen,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Artenschutz (species_protection)
environment_climate/environmental_services/UK-07_Gewaesser_oder_Oelverschmutzung.md,UK-07,Gewässer oder Ölverschmutzung,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Umweltbeschwerden und Gewässer (environmental_complaints_waters)
environment_climate/environmental_services/UK-08_Lichtverschmutzung_oder_Geruch.md,UK-08,Lichtverschmutzung oder Geruch,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Umweltbeschwerden und Gewässer (environmental_complaints_waters)
environment_climate/environmental_services/UK-09_Nachhaltigkeitsprojekte_und_Buergerideen.md,UK-09,Nachhaltigkeitsprojekte und Bürgerideen,umwelt_klima,Fachbereich Umwelt und Klima (environment_climate),Umwelt und Klima (environmental_services),Grünflächen und Nachhaltigkeit (sustainability_green)
economy_business/trade_office/GA-01_Gewerbeanmeldung.md,GA-01,Gewerbeanmeldung,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Gewerbeanzeigen (business_registration)
economy_business/trade_office/GA-02_Gewerbeummeldung_oder_Betriebsverlegung.md,GA-02,Gewerbeummeldung oder Betriebsverlegung,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Gewerbeanzeigen (business_registration)
economy_business/trade_office/GA-03_Gewerbeabmeldung.md,GA-03,Gewerbeabmeldung,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Gewerbeanzeigen (business_registration)
economy_business/trade_office/GA-04_Gaststaettenerlaubnis.md,GA-04,Gaststättenerlaubnis,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Gaststätten und Alkoholausschank (hospitality_permits)
economy_business/trade_office/GA-05_Reisegewerbe_und_mobiler_Verkauf.md,GA-05,Reisegewerbe und mobiler Verkauf,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Märkte und Reisegewerbe (markets_travel_trade)
economy_business/trade_office/GA-06_Marktstand_und_Wochenmarkt.md,GA-06,Marktstand und Wochenmarkt,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Märkte und Reisegewerbe (markets_travel_trade)
economy_business/trade_office/GA-07_Bewachungsgewerbe_oder_Maklererlaubnis.md,GA-07,Bewachungsgewerbe oder Maklererlaubnis,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Erlaubnispflichtige Gewerbe (regulated_trades)
economy_business/trade_office/GA-08_Handwerks_oder_Nebengewerbe.md,GA-08,Handwerks- oder Nebengewerbe,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Erlaubnispflichtige Gewerbe (regulated_trades)
economy_business/trade_office/GA-09_Beschwerde_ueber_Betrieb_oder_Laden.md,GA-09,Beschwerde über Betrieb oder Laden,gewerbeamt,Fachbereich Gewerbe und Wirtschaft (economy_business),Gewerbeamt (trade_office),Beschwerden über Betriebe (business_complaints)
citizen_services/citizens_office/BB-01_Personalausweis_beantragen_oder_erneuern.md,BB-01,Personalausweis beantragen oder erneuern,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Ausweise und Reisedokumente (id_cards_travel_documents)
citizen_services/citizens_office/BB-02_Reisepass_beantragen.md,BB-02,Reisepass beantragen,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Ausweise und Reisedokumente (id_cards_travel_documents)
citizen_services/citizens_office/BB-03_Wohnsitz_anmelden_oder_ummelden.md,BB-03,Wohnsitz anmelden oder ummelden,buergerbuero,Fachbereich Bürgerdienste (citizen_services),Bürgerbüro (citizens_office),Meldewesen (residence_registration)
